CO2_concentration,Cap_eff(%),HE_left_min_apprch,FG_co2_cons(mol_ratio)_i,FG_temp(C)_i,LA_temp(C)_i,RA_to_Reg_temp_i,L/G (kg/kg)_i,Lean_loading(mol/mol)_i,HE_left_min_apprch_i,Abs_ht(m)_i,Cap_eff(%)_o,Rich_loading(mol/mol)_o,RA_temp_after_abs_o,SRD(MJ/kgco2)_o,SCD(MJ/kgco2)_o,Co2_purity(%mol)_o,SLAD(MJ/kgco2)_o
0.124,91.0,13.0,0.124,35.0,35.0,108.49999995259898,2.8649879597036323,0.2661203920899016,13.0,24.0,91.0,0.4924540588315419,44.1414045576053,3.6430136101450787,1.3106546084819581,0.9856717583628187,1.341089407552917
0.124,91.0,14.0,0.124,35.0,35.0,108.49999975645181,2.8246639300860843,0.2639263273931187,14.0,24.0,91.0,0.492663615571623,43.950150389504195,3.6622384063594455,1.296310345433706,0.9856852707913268,1.368882978741075
0.124,91.0,15.0,0.124,35.0,35.0,108.4999999513842,2.787224341345714,0.26182946559853953,15.0,24.0,91.0,0.49284773475272214,43.77199368291003,3.6808418346741685,1.2824567534457123,0.985697815292032,1.3964473497033791
0.124,92.0,5.0,0.124,35.0,35.0,108.4999996576302,3.233413890541952,0.27705140160507025,5.0,24.0,92.0,0.4894154487374857,45.95902410487672,3.4943259304053362,1.4558653823580794,0.9855959491335031,1.075849455924395
0.124,92.0,6.0,0.124,35.0,35.0,108.49999995114196,3.181474516114855,0.27521985203193106,6.0,24.0,92.0,0.4897320599165443,45.75477974253806,3.5164369677472154,1.4388419955914622,0.9856111735063411,1.1117586310725283
0.124,92.0,7.0,0.124,35.0,35.0,108.49999994601062,3.1304337336947685,0.2732830675983314,7.0,24.0,92.0,0.49004581446113565,45.545117794467274,3.5382727886922885,1.4219362135258544,0.9856263742974699,1.1465750550159135
0.124,92.0,8.0,0.124,35.0,35.0,108.49999966984835,3.0808171639331055,0.2712745204028567,8.0,24.0,92.0,0.49034863942062656,45.334157243926825,3.5597893018255804,1.4052152067938672,0.9856413481806151,1.1805386611043365
0.124,92.0,9.0,0.124,35.0,35.0,108.4999996711366,3.0330537182866766,0.2692263535116936,9.0,24.0,92.0,0.490634673959865,45.125400617794654,3.5809398397054575,1.388739529728385,0.9856559224377479,1.21384528843205
0.124,92.0,10.0,0.124,35.0,35.0,108.49999967176437,2.9874488087576916,0.26716739590898014,10.0,24.0,92.0,0.4909002193170785,44.92161901128678,3.601679134584465,1.372562989696827,0.985669963745694,1.246629203691422
0.124,92.0,11.0,0.124,35.0,35.0,108.49999995757335,2.944184774868381,0.2651220407726626,11.0,24.0,92.0,0.4911434313786967,44.72485905599925,3.621965898558566,1.356733296043594,0.9856833795264501,1.2789608833274073
0.124,92.0,12.0,0.124,35.0,35.0,108.49999967296144,2.9033352813647717,0.2631097305851451,12.0,24.0,92.0,0.49136392277258645,44.53651242010148,3.641764435238906,1.341292888371533,0.9856961151588661,1.3108534335177868
0.124,92.0,13.0,0.124,35.0,35.0,108.49999967119386,2.8648899436031137,0.261145246555351,13.0,24.0,92.0,0.4915623068757741,44.35743997993381,3.6610454262650562,1.3262793204775527,0.9857081471963478,1.3422769962400634
0.124,92.0,14.0,0.124,35.0,35.0,108.49999975857803,2.828776018191575,0.2592390877342684,14.0,24.0,92.0,0.4917398384283826,44.18808066851719,3.679786328357551,1.3117254415239745,0.9857194770903529,1.3731719367530488
0.124,92.0,15.0,0.124,35.0,35.0,108.49999966767393,2.794880044968226,0.2573982127167004,15.0,24.0,92.0,0.49189809756939573,44.02856577538014,3.697971351742464,1.2976591316678574,0.9857301240914628,1.4034631819508032
0.124,93.0,5.0,0.124,35.0,35.0,108.49999990858751,3.1790049566272742,0.26895076611560637,5.0,24.0,93.0,0.488855495466803,45.94765493562219,3.5231428918520167,1.4742906287733957,0.9856579874411352,1.0482918962401868
0.124,93.0,6.0,0.124,35.0,35.0,108.49999993234003,3.13524908980912,0.26744038614575105,6.0,24.0,93.0,0.4890834949080694,45.784336778072934,3.5441459355861458,1.457471606520357,0.9856699280656981,1.0880961701613816
0.124,93.0,7.0,0.124,35.0,35.0,108.49999993494409,3.092273614429708,0.26584481153998324,7.0,24.0,93.0,0.4893131049877963,45.615013982253345,3.564935323172023,1.4407045626511987,0.9856818466352615,1.1270354478835205
0.124,93.0,8.0,0.124,35.0,35.0,108.49999991295236,3.0503626388697245,0.26418724247654307,8.0,24.0,93.0,0.4895380332947199,45.44279227349156,3.585478748500561,1.4240550026704253,0.9856936214681716,1.1651926962382182
0.124,93.0,9.0,0.124,35.0,35.0,108.49999990547974,3.0097685254371025,0.26248974099558575,9.0,24.0,93.0,0.48975360516616323,45.27037767389951,3.605736587233716,1.407587404215252,0.9857051470770793,1.2026292642159577
0.124,93.0,10.0,0.124,35.0,35.0,108.5,2.9706908095444464,0.2607724033264045,10.0,24.0,93.0,0.48995663571180187,45.10002509081533,3.625666537320872,1.391363494099668,0.98571633838529,1.2393783563936096
0.124,93.0,11.0,0.124,35.0,35.0,108.5,2.933268685427771,0.25905283427641224,11.0,24.0,93.0,0.4901452090203004,44.93353571076164,3.645227105701363,1.3754410752266428,0.9857271319678624,1.2754442999296076
0.124,93.0,12.0,0.124,35.0,35.0,108.5,2.8975816534565957,0.25734582726674005,12.0,24.0,93.0,0.49031842861898367,44.77228168536262,3.6643800798503507,1.3598733267676444,0.9857374855003633,1.3108052860956922
0.124,93.0,13.0,0.124,35.0,35.0,108.4999999585193,2.8636565045622726,0.2556633408780205,13.0,24.0,93.0,0.49047615587431487,44.617255499430875,3.6830921303787636,1.3447081422094915,0.9857473754755642,1.345419363076712
0.124,93.0,14.0,0.124,35.0,35.0,108.49999973697747,2.8314770436217183,0.2540146575764452,14.0,24.0,93.0,0.49061876864774506,44.46912921672508,3.701335807922326,1.3299875883457837,0.9857567941011827,1.379231805708941
0.124,93.0,15.0,0.124,35.0,35.0,108.49999991778121,2.800994089589766,0.2524066571957596,15.0,24.0,93.0,0.49074696196408074,44.32831391017625,3.719089967136588,1.3157474324009617,0.9857657460058222,1.4121823191031933
0.124,94.0,5.0,0.124,35.0,35.0,108.49999984011359,3.1300582569842046,0.2604327886058656,5.0,24.0,94.0,0.48799880507826904,46.01942364968212,3.5577796633886805,1.4965255203883654,0.9857201557850958,1.0280464439351877
0.124,94.0,6.0,0.124,35.0,35.0,108.49999994752605,3.093005217657034,0.25920740281439864,6.0,24.0,94.0,0.48814871563147944,45.89195230389463,3.577697512591677,1.4799151255995622,0.985729461871725,1.070814919787787
0.124,94.0,7.0,0.124,35.0,35.0,108.49999993772356,3.0566643154534865,0.25790885706613065,7.0,24.0,94.0,0.4883040097520051,45.75776927179615,3.597452654372539,1.4633030351097323,0.9857387530966933,1.1129399505970967
0.124,94.0,8.0,0.124,35.0,35.0,108.49999995375518,3.0211636458813573,0.25655372223189044,8.0,24.0,94.0,0.4884590728567919,45.61945459326931,3.6170259407396954,1.4467532305009623,0.9857479570978416,1.1544132200494446
0.124,94.0,9.0,0.124,35.0,35.0,108.49999996776165,2.986638938029597,0.2551577452567436,9.0,24.0,94.0,0.488609700207927,45.47928779221798,3.636386637294644,1.4303323474247192,0.9857570098085394,1.1952132217312657
0.124,94.0,10.0,0.124,35.0,35.0,108.49999997721024,2.9532117315575994,0.2537353861018988,10.0,24.0,94.0,0.4887529403794966,45.33921679116137,3.65549756253568,1.414107175246581,0.9857658583399681,1.235303144440795
0.124,94.0,11.0,0.124,35.0,35.0,108.49999995902,2.9209777909289873,0.25229953845755004,11.0,24.0,94.0,0.4888868810654069,45.200857699564054,3.6743192753735228,1.3981425993135426,0.9857744619933438,1.2746322088348518
0.124,94.0,12.0,0.124,35.0,35.0,108.49999997788537,2.8900023060598414,0.2508613765898053,12.0,24.0,94.0,0.4890104276673823,45.065511621699244,3.69281323219101,1.3824999050033064,0.9857827921044416,1.3131388937211512
0.124,94.0,13.0,0.124,35.0,35.0,108.49999998491603,2.8603197939892806,0.24943031246282105,13.0,24.0,94.0,0.48912309433203566,44.93419258358338,3.7109440544117116,1.3672353767445635,0.9857908310665633,1.3507553314124794
0.124,94.0,14.0,0.124,35.0,35.0,108.49999999026812,2.831937019226675,0.24801405380224092,14.0,24.0,94.0,0.48922481767589815,44.807662655860184,3.728681047027015,1.3523991696985136,0.9857985708023881,1.387412262782948
0.124,94.0,15.0,0.124,35.0,35.0,108.49999993140656,2.804837446705556,0.24661873272033025,15.0,24.0,94.0,0.48931580234564376,44.68646963458313,3.7459991115728983,1.338034433508602,0.9858060109873008,1.4230438438632875
0.124,95.0,5.0,0.124,35.0,35.0,108.49999981258294,3.082090508619187,0.25102106694568627,5.0,24.0,95.0,0.4867770068040922,46.17799952133716,3.601522556634735,1.524794582798359,0.985785521895122,1.0136797275248342
0.124,95.0,6.0,0.124,35.0,35.0,108.49999984950149,3.050722837526218,0.25004993536366926,6.0,24.0,95.0,0.48685179357364816,46.08378451041539,3.6203585798529683,1.5084199995169087,0.9857926904348595,1.0587438236221984
0.124,95.0,7.0,0.124,35.0,35.0,108.49999986503167,3.0200912088816163,0.24901481442058454,7.0,24.0,95.0,0.4869348204568194,45.98229954714662,3.6390731291946343,1.4919986901799034,0.9857998418666656,1.1034138938929239
0.124,95.0,8.0,0.124,35.0,35.0,108.49999988038772,2.9902004272325864,0.2479270738038193,8.0,24.0,95.0,0.4870204970554544,45.87584224973374,3.657663867067147,1.4755932925018727,0.9858069390054651,1.1476251672914524
